,max_LOW_continuum [],max_LOW_spectral [],max_MID_continuum [],max_MID_spectral [],max_Band5_MID_continuum [],max_Band5_MID_spectral [],01ICAL [],01DPrepA [],01DPrepB [],01DPrepC [],02AICAL [],02ADPrepA [],02ADPrepB [],02ADPrepC [],02BICAL [],02BDPrepA [],02BDPrepB [],02BDPrepC [],13ICAL [] [Bmax=40000],13DPrepA [] [Bmax=40000],13DPrepB [] [Bmax=40000],13DPrepC [] [Bmax=40000],14ICAL [] [Bmax=25000],14DPrepA [] [Bmax=25000],14DPrepB [] [Bmax=25000],14DPrepC [] [Bmax=25000],15ICAL [] [Bmax=15000],15DPrepA [] [Bmax=15000],15DPrepB [] [Bmax=15000],15DPrepC [] [Bmax=15000],22ICAL [],22DPrepA [],22DPrepB [],27ICAL [] [Bmax=50000],27DPrepA [] [Bmax=50000],27DPrepB [] [Bmax=50000],32ICAL [] [Bmax=20000],32DPrepB [] [Bmax=20000],37aICAL [],37aDPrepA [],37aDPrepB [],37bICAL [],37bDPrepA [],37bDPrepB [],37cICAL [] [Bmax=95000],37cDPrepA [] [Bmax=95000],37cDPrepB [] [Bmax=95000],38aICAL [],38aDPrepA [],38aDPrepB [],38bICAL [],38bDPrepA [],38bDPrepB []
-> Source Find [PetaFLOP/s],,,,,,,2.5e-12,,,,2.5e-12,,,,2.5e-12,,,,2.5e-12,,,,2.5e-12,,,,3.409090909090909e-12,,,,2.5e-12,,,1.219512195121951e-10,,,6.818181818181818e-12,,2.5e-12,,,2.5e-12,,,2.5e-12,,,2.5e-12,,,2.5e-12,,
-> Solve [PetaFLOP/s],,,,,,,0.01609624272043177,,,,0.010771543386940523,,,,0.010771543386940523,,,,0.0009839042438763632,,,,0.0003032409418328789,,,,7.841302883673999e-05,,,,0.008534647137043777,,,0.0013169267496424204,,,0.0005341790154798589,,0.017260735834428206,,,0.017352204902698665,,,0.010790508519182451,,,0.014416385192390494,,,0.017352204902698665,,
-> Identify Component [PetaFLOP/s],0.0012235260163827107,7.954861211275527,0.024860139467010555,282.8531423802089,0.011397977110617501,259.3673013616072,0.017350367747420076,0.00020200812590139212,0.02020081259013921,0.060602437770417635,0.007711274554408922,0.00020200812590139212,0.02020081259013921,0.060602437770417635,0.007711274554408922,0.00020200812590139212,0.02020081259013921,0.060602437770417635,0.0036680862318144622,4.2707061666962054e-05,0.021353530833481026,0.13666259733427857,0.0006880881068199484,1.8025475287254785e-05,0.0007210190114901914,0.8768312028076833,0.0003113060723567662,8.15511830305124e-06,0.002446535490915372,0.3764129471436944,0.051365501938866444,0.0005980420088904245,0.2990210044452123,0.05525147901796233,0.00675295854663984,1.68823963665996,0.0011414205448581516,0.02441371720946602,0.05390206993584748,0.002033342830227443,0.711669990579605,0.12127965735565686,0.002033342830227443,0.711669990579605,0.0216207191631566,0.0005663863902099591,0.19823523657348563,0.049825442797842213,0.001305250416229101,0.6526252081145506,0.112107246295145,0.001305250416229101,0.6526252081145506
-> Subtract Image Component [PetaFLOP/s],7.180424961111111e-05,1.3445038007182222,4.1030999777777776e-05,1.3445038007182222,2.0515499888888888e-05,1.3445038007182222,0.0002797568166666666,1.7096249907407407e-05,0.0034192499814814812,0.010257749944444443,0.0002797568166666666,1.7096249907407407e-05,0.0034192499814814812,0.010257749944444443,0.0002797568166666666,1.7096249907407407e-05,0.0034192499814814812,0.010257749944444443,2.7975681666666665e-05,1.7096249907407408e-06,0.0008548124953703703,0.00547079997037037,2.7975681666666665e-05,1.7096249907407408e-06,6.838499962962963e-05,0.11204198339318519,3.814865681818181e-05,2.331306805555555e-06,0.0006993920416666665,0.15278452280888885,2.7975681666666665e-05,1.7096249907407408e-06,0.0017096249907407406,0.0027293347967479674,0.00016679268202348687,0.08339634101174344,0.00030518925454545447,0.003263829527777777,5.595136333333333e-05,3.4192499814814816e-06,0.002393474987037037,5.595136333333333e-05,3.4192499814814816e-06,0.002393474987037037,5.595136333333333e-05,3.4192499814814816e-06,0.002393474987037037,5.595136333333333e-05,3.4192499814814816e-06,0.0034192499814814812,5.595136333333333e-05,3.4192499814814816e-06,0.0034192499814814812
-> Gridding Kernel Update [PetaFLOP/s],0.06443657627558082,0.5911027586076445,0.11837445975054896,2.013201861821795,0.016175485761196345,0.07942587139056617,0.939986943367446,0.06492716822744822,0.14390932074465307,0.3097728336503958,0.44710937223755126,0.06492716822744822,0.14390932074465307,0.3097728336503958,0.44710937223755126,0.06492716822744822,0.14390932074465307,0.3097728336503958,0.02535067615724619,0.0010542812187878724,0.0020881011072801086,0.007099315541509778,0.01962623696474744,0.0007703244354867504,0.00022537992332421965,0.006704575127532153,0.008009360376682238,0.0004068271876843223,0.0004896843252608474,0.003112083682310325,0.03546021309464216,0.000989539578649931,0.003971339577082995,0.0036573586322601478,0.0019625553480026488,0.0066311856674243184,0.00991307784901141,0.00418178504967331,0.3071280569693662,0.017200623151386017,0.06233630255888213,0.18170079801819594,0.017200623151386017,0.06233630255888213,0.06071763389602734,0.003910059367785564,0.017933236872874785,0.030510041605086587,0.0024805625898566353,0.009596264176386555,0.07841638293725685,0.0024805625898566353,0.009596264176386555
-> Degrid [PetaFLOP/s],0.10786483947256367,0.7480787137713436,0.36140200844967263,6.0200267744328935,0.1146013501305969,1.3268946823958954,0.32668590038268114,0.049812155717332475,0.10336726721826064,0.2228702770833337,0.15029866002100165,0.049812155717332475,0.10336726721826064,0.2228702770833337,0.15029866002100165,0.049812155717332475,0.10336726721826064,0.2228702770833337,0.015956122944788965,0.0011347006601302838,0.001880499395170863,0.008935219074507932,0.0056387966972278065,0.0006000815305571282,5.205718020760118e-05,0.01353178749923902,0.0020666185240068922,0.00015458916038080744,0.00018061482502752316,0.0028477820985362686,0.10685060973077934,0.03964734752764905,0.030462025926824402,0.007241541807328663,0.003912903822710354,0.012360343078596861,0.0044842051198391835,0.0020446001590204935,0.23167165921098062,0.025230456721070747,0.08004667059598214,0.408904838864315,0.025230456721070747,0.08004667059598214,0.11207700713168457,0.02307444817902051,0.08935819637872915,0.12638141058541993,0.02020974450842672,0.07676968546025037,0.24110055042644707,0.02020974450842672,0.07676968546025037
-> IFFT [PetaFLOP/s],0.04348762922245529,0.004622378340837271,0.2417714649388584,0.05186011066446282,0.045700659822540735,0.0068435206351270955,0.12092702643994549,0.014268747832337813,0.016638060928819448,0.017043684344753514,0.05107783015727432,0.014268747832337813,0.016638060928819448,0.017043684344753514,0.05107783015727432,0.014268747832337813,0.016638060928819448,0.017043684344753514,0.02764260785017306,0.0029483629471856506,0.001702219260499918,0.0013699295474835212,0.012712455353687976,0.00101213003621247,0.0001129198784643623,0.00010249524892130309,0.0037176407386626145,0.00024332496936638214,0.0001508675971357914,2.194389930174296e-05,0.09053448441505663,0.014510465323676815,0.012854996326204847,0.008281098217074498,0.0060607669583621895,0.00681882256450876,0.013555272893620348,0.0010223554330086105,0.6368060217601239,0.037286660629794105,0.0385409466040854,0.5087515915923944,0.037286660629794105,0.0385409466040854,0.1075270931433953,0.035289602443947715,0.03588286186569323,0.08569451041645575,0.0209585352121237,0.018837972904379503,0.16314217622884478,0.0209585352121237,0.018837972904379503
-> FFT [PetaFLOP/s],0.04348762922245529,1.5146609347255569,0.2417714649388584,16.993521062531176,0.045700659822540735,2.2424848417184466,0.024185405287989098,0.002853749566467562,0.04159515232204863,0.12782763258565133,0.010215566031454865,0.002853749566467562,0.04159515232204863,0.12782763258565133,0.010215566031454865,0.002853749566467562,0.04159515232204863,0.12782763258565133,0.005528521570034612,0.00058967258943713,0.004255548151249795,0.02191887275973634,0.0025424910707375955,0.00020242600724249397,0.0001129198784643623,0.03358564316653259,0.0007435281477325229,4.866499387327644e-05,0.0002263013957036871,0.007190576923195132,0.01810689688301133,0.014510465323676815,0.03213749081551212,0.0016562196434148997,0.0012121533916724379,0.0170470564112719,0.0027110545787240696,0.0035782440155301357,0.12736120435202478,0.007457332125958822,0.1348933131142989,0.10175031831847889,0.007457332125958822,0.1348933131142989,0.021505418628679062,0.007057920488789543,0.1255900165299263,0.017138902083291153,0.004191707042424742,0.09418986452189751,0.03262843524576896,0.004191707042424742,0.09418986452189751
-> Grid [PetaFLOP/s],0.10786483947256367,0.7480787137713436,0.36140200844967263,6.0200267744328935,0.1146013501305969,1.3268946823958954,0.32668590038268114,0.049812155717332475,0.10336726721826064,0.2228702770833337,0.15029866002100165,0.049812155717332475,0.10336726721826064,0.2228702770833337,0.15029866002100165,0.049812155717332475,0.10336726721826064,0.2228702770833337,0.015956122944788965,0.0011347006601302838,0.001880499395170863,0.008935219074507932,0.0056387966972278065,0.0006000815305571282,5.205718020760118e-05,0.01353178749923902,0.0020666185240068922,0.00015458916038080744,0.00018061482502752316,0.0028477820985362686,0.10685060973077934,0.03964734752764905,0.030462025926824402,0.007241541807328663,0.003912903822710354,0.012360343078596861,0.0044842051198391835,0.0020446001590204935,0.23167165921098062,0.025230456721070747,0.08004667059598214,0.408904838864315,0.025230456721070747,0.08004667059598214,0.11207700713168457,0.02307444817902051,0.08935819637872915,0.12638141058541993,0.02020974450842672,0.07676968546025037,0.24110055042644707,0.02020974450842672,0.07676968546025037
-> Phase Rotation [PetaFLOP/s],0.0053310888379505105,0.0,0.13917618176,0.0,0.02373311774956214,0.0,0.20966511393862705,0.0,0.0,0.0,0.08945819851939481,0.0,0.0,0.0,0.08945819851939481,0.0,0.0,0.0,0.012908896732957269,0.0,0.0,0.0,0.003975190893636537,0.0,0.0,0.0,0.000655567702759816,0.0,0.0,0.0,0.1120123972057796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44402293026354245,0.027688594871310285,0.05537718974262057,0.32794969374719996,0.027688594871310285,0.05537718974262057,0.09063716982166378,0.0,0.0,0.0681156753055939,0.0,0.0,0.22774284287999996,0.0,0.0
-> Image Spectral Fitting [PetaFLOP/s],,,,,,,,1.939278008653365e-06,,,,1.939278008653365e-06,,,,1.939278008653365e-06,,,,2.049938960014179e-06,,,,8.652228137882298e-07,,,,3.9144567854645957e-07,,,,,,,0.00016207100511935618,,,,,3.388904717045737e-05,,,3.388904717045737e-05,,,1.3593273365039017e-05,,,3.132600998949843e-05,,,3.132600998949843e-05,
-> Subtract Visibility [PetaFLOP/s],9.519801496340196e-05,0.0008382642767644445,0.00039764623359999995,0.0007952924671999999,0.0001883580773774773,0.0007952924671999999,0.0005990431826817915,0.0001355914876586625,0.000271182975317325,0.0005270682290453677,0.00039936695767586955,0.0001355914876586625,0.000271182975317325,0.0005270682290453677,0.00039936695767586955,0.0001355914876586625,0.000271182975317325,0.0005270682290453677,3.688256209416363e-05,8.348055348777699e-06,8.348055348777699e-06,2.77242282680681e-05,1.1357688267532961e-05,3.85608220548989e-06,1.551425920274929e-07,1.3121342102087617e-05,2.9266415301777496e-06,9.936465838831352e-07,9.936465838831352e-07,3.4736092632227577e-06,0.00032003542058794173,7.243634880693171e-05,0.00014487269761386342,4.937090606039076e-05,3.0171109259127685e-05,6.034221851825537e-05,2.0017866029294713e-05,1.2233140351235658e-05,0.0006472637467398577,0.00021975075294690708,0.00043950150589381416,0.0006506938367999998,0.00021975075294690708,0.00043950150589381416,0.0004046302224181419,0.00013737516444136197,0.00027475032888272394,0.0005406005976634435,0.0001835378493812117,0.0003670756987624234,0.0006506938367999998,0.0001835378493812117,0.0003670756987624234
-> Phase Rotation Predict [PetaFLOP/s],0.026655444189752554,0.0,0.6958809088,0.0,0.11866558874781069,0.0,0.20966511393862705,0.0,0.0,0.0,0.08945819851939481,0.0,0.0,0.0,0.08945819851939481,0.0,0.0,0.0,0.012908896732957269,0.0,0.0,0.0,0.003975190893636537,0.0,0.0,0.0,0.000655567702759816,0.0,0.0,0.0,0.1120123972057796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44402293026354245,0.027688594871310285,0.05537718974262057,0.32794969374719996,0.027688594871310285,0.05537718974262057,0.09063716982166378,0.0,0.0,0.0681156753055939,0.0,0.0,0.22774284287999996,0.0,0.0
-> Reprojection Predict [PetaFLOP/s],0.032104218138780505,0.0032363400852426236,0.16336046369174734,0.030761503243019152,0.029533238827926196,0.004074435682420888,0.08855393394230046,0.00024977357176131826,0.011649930194870603,0.011933946733892385,0.03813852009674331,0.00024977357176131826,0.011649930194870603,0.011933946733892385,0.03813852009674331,0.00024977357176131826,0.011649930194870603,0.011933946733892385,0.019472413061271808,4.973046686556551e-05,0.0011484631987119906,0.0009242720409889702,0.009787396003163888,1.7819824606955256e-05,7.952386973530067e-05,7.329213100577485e-05,0.0029706269871766725,4.538413604477289e-06,0.00011255722042810997,1.6686410111874195e-05,0.05623389325470086,0.008675621075018704,0.007685837397987137,0.005458847706802673,9.988048367758904e-05,0.004494924820794225,0.009715732586576207,0.0007327725582138459,0.4203625010329,0.0006004924184152191,0.02482769531343453,0.31884001826804914,0.0006004924184152191,0.02482769531343453,0.07029125186764658,0.0005450524385349234,0.02216861625751998,0.05252615372095673,0.0003120953438962472,0.011220714753957793,0.1009378683709283,0.0003120953438962472,0.011220714753957793
-> DFT [PetaFLOP/s],3.080944590069022,13.564598954812304,13.060666196904226,13.060666196904226,6.186609519336058,13.060666196904226,9.69357845124568,4.388220285075977,4.388220285075977,8.528896371940464,6.46246388738684,4.388220285075977,4.388220285075977,8.528896371940464,6.46246388738684,4.388220285075977,4.388220285075977,8.528896371940464,0.6977525011644179,0.3158607303146316,0.3158607303146316,1.0489862156272984,0.22853090698744002,0.15517840304841335,0.00624332635889937,0.5280356602239987,0.06453271686098978,0.04381999844970805,0.04381999844970805,0.15318681209013738,5.255771897602803,2.379167441685174,2.379167441685174,0.9041410960500461,1.105061339616723,1.105061339616723,0.4212071581462665,0.5148087488454368,10.629669066638986,7.217700026413432,7.217700026413432,10.685999615648914,7.217700026413432,7.217700026413432,6.732139604517608,4.571229403903007,4.571229403903007,8.877996766130016,6.028289425914713,6.028289425914713,10.685999615648914,6.028289425914713,6.028289425914713
-> Flag [PetaFLOP/s],0.013280123087394576,0.11693786660864,0.05547164958719998,0.11094329917439996,0.026275951794158085,0.11094329917439996,0.08356652398410992,0.018915012528383422,0.037830025056766844,0.07352601795182881,0.055711690595783805,0.018915012528383422,0.037830025056766844,0.07352601795182881,0.055711690595783805,0.018915012528383422,0.037830025056766844,0.07352601795182881,0.005145117412135827,0.001164553721154489,0.001164553721154489,0.0038675298433955003,0.0015843975133208478,0.0005379234676658397,2.1642391587835258e-05,0.0018304272232412227,0.0004082664934597961,0.00013861369845169735,0.00013861369845169735,0.0004845684922195748,0.04464494117201788,0.010104870658566977,0.020209741317133954,0.0068872413954245105,0.004208869741648313,0.008417739483296625,0.0027924923110866124,0.0017065230789973741,0.09029329267021013,0.030655230036093536,0.06131046007218707,0.09077179023359996,0.030655230036093536,0.06131046007218707,0.0564459160273308,0.019163835439569996,0.03832767087913999,0.07541378337405037,0.02560352998867903,0.05120705997735806,0.09077179023359996,0.02560352998867903,0.05120705997735806
-> Correct [PetaFLOP/s],0.045695047182432946,0.40236685284693335,0.006362339737599999,0.012724679475199998,0.0030137292380396368,0.012724679475199998,0.28754072768725986,0.065083914076158,0.130167828152316,0.2529927499417765,0.1916961396844174,0.065083914076158,0.130167828152316,0.2529927499417765,0.1916961396844174,0.065083914076158,0.130167828152316,0.2529927499417765,0.0005901209935066181,0.00013356888558044318,0.00013356888558044318,0.00044358765228908967,0.00018172301228052738,6.169731528783824e-05,2.4822814724398863e-06,0.00020994147363340187,4.6826264482844e-05,1.5898345342130163e-05,1.5898345342130163e-05,5.557774821156413e-05,0.005120566729407068,0.0011589815809109074,0.0023179631618218148,0.0007899344969662522,0.00048273774814604296,0.0009654754962920859,0.0003202858564687154,0.00019573024561977053,0.010356219947837725,0.0035160120471505133,0.007032024094301027,0.010411101388799996,0.0035160120471505133,0.007032024094301027,0.0064740835586902705,0.0021980026310617915,0.004396005262123583,0.008649609562615096,0.002936605590099387,0.005873211180198774,0.010411101388799996,0.002936605590099387,0.005873211180198774
-> Degridding Kernel Update [PetaFLOP/s],0.06443657627558082,0.5911027586076445,0.11837445975054896,2.013201861821795,0.016175485761196345,0.07942587139056617,0.939986943367446,0.06492716822744822,0.14390932074465307,0.3097728336503958,0.44710937223755126,0.06492716822744822,0.14390932074465307,0.3097728336503958,0.44710937223755126,0.06492716822744822,0.14390932074465307,0.3097728336503958,0.02535067615724619,0.0010542812187878724,0.0020881011072801086,0.007099315541509778,0.01962623696474744,0.0007703244354867504,0.00022537992332421965,0.006704575127532153,0.008009360376682238,0.0004068271876843223,0.0004896843252608474,0.003112083682310325,0.03546021309464216,0.000989539578649931,0.003971339577082995,0.0036573586322601478,0.0019625553480026488,0.0066311856674243184,0.00991307784901141,0.00418178504967331,0.3071280569693662,0.017200623151386017,0.06233630255888213,0.18170079801819594,0.017200623151386017,0.06233630255888213,0.06071763389602734,0.003910059367785564,0.017933236872874785,0.030510041605086587,0.0024805625898566353,0.009596264176386555,0.07841638293725685,0.0024805625898566353,0.009596264176386555
